Year,LapNumber,LapTimeSeconds,Compound,Circuit,Driver,TrackLengthM,TyreLife,WeatherTime,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
2024,13.0,81.073,MEDIUM,emiliaromagna,VER,4909,13.0,,,,,,,,
2024,14.0,80.982,MEDIUM,emiliaromagna,VER,4909,14.0,,,,,,,,
2024,15.0,81.323,MEDIUM,emiliaromagna,VER,4909,15.0,,,,,,,,
2024,16.0,81.362,MEDIUM,emiliaromagna,VER,4909,16.0,,,,,,,,
2024,17.0,81.328,MEDIUM,emiliaromagna,VER,4909,17.0,,,,,,,,
2024,18.0,81.411,MEDIUM,emiliaromagna,VER,4909,18.0,,,,,,,,
2024,19.0,81.517,MEDIUM,emiliaromagna,VER,4909,19.0,,,,,,,,
2024,20.0,81.55,MEDIUM,emiliaromagna,VER,4909,20.0,,,,,,,,
2024,21.0,81.608,MEDIUM,emiliaromagna,VER,4909,21.0,,,,,,,,
2024,22.0,81.763,MEDIUM,emiliaromagna,VER,4909,22.0,,,,,,,,
2024,23.0,81.988,MEDIUM,emiliaromagna,VER,4909,23.0,,,,,,,,
2024,26.0,80.482,HARD,emiliaromagna,VER,4909,2.0,,,,,,,,
2024,27.0,80.943,HARD,emiliaromagna,VER,4909,3.0,,,,,,,,
2024,28.0,80.709,HARD,emiliaromagna,VER,4909,4.0,,,,,,,,
2024,29.0,80.615,HARD,emiliaromagna,VER,4909,5.0,,,,,,,,
2024,30.0,80.571,HARD,emiliaromagna,VER,4909,6.0,,,,,,,,
2024,31.0,80.545,HARD,emiliaromagna,VER,4909,7.0,,,,,,,,
2024,32.0,80.713,HARD,emiliaromagna,VER,4909,8.0,,,,,,,,
2024,33.0,81.141,HARD,emiliaromagna,VER,4909,9.0,,,,,,,,
2024,34.0,80.76,HARD,emiliaromagna,VER,4909,10.0,,,,,,,,
2024,35.0,80.8,HARD,emiliaromagna,VER,4909,11.0,,,,,,,,
2024,36.0,80.704,HARD,emiliaromagna,VER,4909,12.0,,,,,,,,
2024,37.0,80.484,HARD,emiliaromagna,VER,4909,13.0,,,,,,,,
2024,38.0,80.366,HARD,emiliaromagna,VER,4909,14.0,,,,,,,,
2024,39.0,80.547,HARD,emiliaromagna,VER,4909,15.0,,,,,,,,
2024,40.0,80.645,HARD,emiliaromagna,VER,4909,16.0,,,,,,,,
2024,41.0,80.675,HARD,emiliaromagna,VER,4909,17.0,,,,,,,,
2024,42.0,80.832,HARD,emiliaromagna,VER,4909,18.0,,,,,,,,
2024,43.0,80.757,HARD,emiliaromagna,VER,4909,19.0,,,,,,,,
2024,44.0,80.834,HARD,emiliaromagna,VER,4909,20.0,,,,,,,,
2024,45.0,81.364,HARD,emiliaromagna,VER,4909,21.0,,,,,,,,
2024,46.0,80.7,HARD,emiliaromagna,VER,4909,22.0,,,,,,,,
2024,47.0,80.909,HARD,emiliaromagna,VER,4909,23.0,,,,,,,,
2024,48.0,80.923,HARD,emiliaromagna,VER,4909,24.0,,,,,,,,
2024,49.0,80.823,HARD,emiliaromagna,VER,4909,25.0,,,,,,,,
2024,50.0,80.817,HARD,emiliaromagna,VER,4909,26.0,,,,,,,,
2024,51.0,80.736,HARD,emiliaromagna,VER,4909,27.0,,,,,,,,
2024,52.0,80.556,HARD,emiliaromagna,VER,4909,28.0,,,,,,,,
2024,53.0,80.638,HARD,emiliaromagna,VER,4909,29.0,,,,,,,,
2024,54.0,80.918,HARD,emiliaromagna,VER,4909,30.0,,,,,,,,
2024,55.0,80.962,HARD,emiliaromagna,VER,4909,31.0,,,,,,,,
2024,56.0,80.49,HARD,emiliaromagna,VER,4909,32.0,,,,,,,,
2024,57.0,80.511,HARD,emiliaromagna,VER,4909,33.0,,,,,,,,
2024,58.0,80.513,HARD,emiliaromagna,VER,4909,34.0,0 days 00:55:59.475000,25.1,50.0,1006.9,False,44.5,139.0,1.5
2024,59.0,80.367,HARD,emiliaromagna,VER,4909,35.0,,,,,,,,
2024,60.0,80.637,HARD,emiliaromagna,VER,4909,36.0,0 days 00:57:59.472000,25.0,50.0,1006.8,False,45.5,138.0,2.5
2024,61.0,80.698,HARD,emiliaromagna,VER,4909,37.0,0 days 00:58:59.484000,25.1,50.0,1006.9,False,45.3,121.0,3.4
2024,62.0,80.753,HARD,emiliaromagna,VER,4909,38.0,0 days 00:59:59.500000,25.1,50.0,1006.9,False,45.2,138.0,3.4
2024,63.0,81.035,HARD,emiliaromagna,VER,4909,39.0,,,,,,,,
2024,2.0,82.599,HARD,emiliaromagna,PER,4909,2.0,,,,,,,,
2024,3.0,81.913,HARD,emiliaromagna,PER,4909,3.0,,,,,,,,
2024,4.0,82.182,HARD,emiliaromagna,PER,4909,4.0,,,,,,,,
2024,5.0,82.153,HARD,emiliaromagna,PER,4909,5.0,,,,,,,,
2024,6.0,82.2,HARD,emiliaromagna,PER,4909,6.0,,,,,,,,
2024,7.0,82.641,HARD,emiliaromagna,PER,4909,7.0,,,,,,,,
2024,8.0,82.338,HARD,emiliaromagna,PER,4909,8.0,,,,,,,,
2024,9.0,82.591,HARD,emiliaromagna,PER,4909,9.0,,,,,,,,
2024,10.0,82.545,HARD,emiliaromagna,PER,4909,10.0,,,,,,,,
2024,11.0,82.128,HARD,emiliaromagna,PER,4909,11.0,,,,,,,,
2024,12.0,82.447,HARD,emiliaromagna,PER,4909,12.0,,,,,,,,
2024,13.0,82.359,HARD,emiliaromagna,PER,4909,13.0,,,,,,,,
2024,14.0,81.828,HARD,emiliaromagna,PER,4909,14.0,,,,,,,,
2024,15.0,81.682,HARD,emiliaromagna,PER,4909,15.0,,,,,,,,
2024,16.0,81.837,HARD,emiliaromagna,PER,4909,16.0,,,,,,,,
2024,18.0,82.435,HARD,emiliaromagna,PER,4909,18.0,,,,,,,,
2024,19.0,81.854,HARD,emiliaromagna,PER,4909,19.0,,,,,,,,
2024,20.0,82.268,HARD,emiliaromagna,PER,4909,20.0,,,,,,,,
2024,21.0,81.94,HARD,emiliaromagna,PER,4909,21.0,,,,,,,,
2024,22.0,81.871,HARD,emiliaromagna,PER,4909,22.0,,,,,,,,
2024,23.0,81.97,HARD,emiliaromagna,PER,4909,23.0,,,,,,,,
2024,24.0,82.684,HARD,emiliaromagna,PER,4909,24.0,,,,,,,,
2024,25.0,82.228,HARD,emiliaromagna,PER,4909,25.0,,,,,,,,
2024,26.0,82.376,HARD,emiliaromagna,PER,4909,26.0,,,,,,,,
2024,27.0,83.773,HARD,emiliaromagna,PER,4909,27.0,,,,,,,,
2024,28.0,82.231,HARD,emiliaromagna,PER,4909,28.0,,,,,,,,
2024,29.0,82.347,HARD,emiliaromagna,PER,4909,29.0,,,,,,,,
2024,30.0,83.263,HARD,emiliaromagna,PER,4909,30.0,,,,,,,,
2024,31.0,83.694,HARD,emiliaromagna,PER,4909,31.0,,,,,,,,
2024,32.0,82.259,HARD,emiliaromagna,PER,4909,32.0,,,,,,,,
2024,33.0,82.212,HARD,emiliaromagna,PER,4909,33.0,,,,,,,,
2024,34.0,82.465,HARD,emiliaromagna,PER,4909,34.0,,,,,,,,
2024,35.0,82.415,HARD,emiliaromagna,PER,4909,35.0,,,,,,,,
2024,36.0,83.111,HARD,emiliaromagna,PER,4909,36.0,,,,,,,,
2024,39.0,80.731,MEDIUM,emiliaromagna,PER,4909,2.0,,,,,,,,
2024,40.0,80.314,MEDIUM,emiliaromagna,PER,4909,3.0,,,,,,,,
2024,41.0,81.975,MEDIUM,emiliaromagna,PER,4909,4.0,,,,,,,,
2024,42.0,79.919,MEDIUM,emiliaromagna,PER,4909,5.0,,,,,,,,
2024,43.0,80.22,MEDIUM,emiliaromagna,PER,4909,6.0,,,,,,,,
2024,44.0,80.504,MEDIUM,emiliaromagna,PER,4909,7.0,,,,,,,,
2024,45.0,80.495,MEDIUM,emiliaromagna,PER,4909,8.0,,,,,,,,
2024,46.0,80.872,MEDIUM,emiliaromagna,PER,4909,9.0,,,,,,,,
2024,47.0,80.514,MEDIUM,emiliaromagna,PER,4909,10.0,,,,,,,,
2024,48.0,80.205,MEDIUM,emiliaromagna,PER,4909,11.0,,,,,,,,
2024,49.0,79.946,MEDIUM,emiliaromagna,PER,4909,12.0,,,,,,,,
2024,50.0,79.985,MEDIUM,emiliaromagna,PER,4909,13.0,,,,,,,,
2024,51.0,81.032,MEDIUM,emiliaromagna,PER,4909,14.0,,,,,,,,
2024,52.0,79.686,MEDIUM,emiliaromagna,PER,4909,15.0,,,,,,,,
2024,53.0,81.144,MEDIUM,emiliaromagna,PER,4909,16.0,,,,,,,,
2024,54.0,80.334,MEDIUM,emiliaromagna,PER,4909,17.0,,,,,,,,
2024,55.0,80.52,MEDIUM,emiliaromagna,PER,4909,18.0,,,,,,,,
2024,56.0,80.29,MEDIUM,emiliaromagna,PER,4909,19.0,,,,,,,,
2024,57.0,80.228,MEDIUM,emiliaromagna,PER,4909,20.0,,,,,,,,
2024,58.0,80.285,MEDIUM,emiliaromagna,PER,4909,21.0,,,,,,,,
2024,59.0,80.093,MEDIUM,emiliaromagna,PER,4909,22.0,,,,,,,,
2024,60.0,80.408,MEDIUM,emiliaromagna,PER,4909,23.0,,,,,,,,
2024,61.0,80.833,MEDIUM,emiliaromagna,PER,4909,24.0,,,,,,,,
2024,62.0,80.767,MEDIUM,emiliaromagna,PER,4909,25.0,0 days 00:57:59.472000,25.0,50.0,1006.8,False,45.5,138.0,2.5
2024,63.0,80.944,MEDIUM,emiliaromagna,PER,4909,26.0,0 days 00:58:59.484000,25.1,50.0,1006.9,False,45.3,121.0,3.4
2024,2.0,81.311,MEDIUM,emiliaromagna,PIA,4909,2.0,,,,,,,,
2024,3.0,80.808,MEDIUM,emiliaromagna,PIA,4909,3.0,,,,,,,,
2024,4.0,81.377,MEDIUM,emiliaromagna,PIA,4909,4.0,,,,,,,,
2024,5.0,81.269,MEDIUM,emiliaromagna,PIA,4909,5.0,,,,,,,,
2024,6.0,81.307,MEDIUM,emiliaromagna,PIA,4909,6.0,,,,,,,,
2024,7.0,81.08,MEDIUM,emiliaromagna,PIA,4909,7.0,,,,,,,,
2024,8.0,81.523,MEDIUM,emiliaromagna,PIA,4909,8.0,,,,,,,,
2024,9.0,81.508,MEDIUM,emiliaromagna,PIA,4909,9.0,,,,,,,,
2024,10.0,81.586,MEDIUM,emiliaromagna,PIA,4909,10.0,,,,,,,,
2024,11.0,81.191,MEDIUM,emiliaromagna,PIA,4909,11.0,,,,,,,,
2024,12.0,82.11,MEDIUM,emiliaromagna,PIA,4909,12.0,,,,,,,,
2024,13.0,81.888,MEDIUM,emiliaromagna,PIA,4909,13.0,,,,,,,,
2024,14.0,81.653,MEDIUM,emiliaromagna,PIA,4909,14.0,,,,,,,,
2024,15.0,81.679,MEDIUM,emiliaromagna,PIA,4909,15.0,,,,,,,,
2024,16.0,81.734,MEDIUM,emiliaromagna,PIA,4909,16.0,,,,,,,,
2024,17.0,81.912,MEDIUM,emiliaromagna,PIA,4909,17.0,,,,,,,,
2024,18.0,81.867,MEDIUM,emiliaromagna,PIA,4909,18.0,,,,,,,,
2024,19.0,82.042,MEDIUM,emiliaromagna,PIA,4909,19.0,,,,,,,,
2024,20.0,81.853,MEDIUM,emiliaromagna,PIA,4909,20.0,,,,,,,,
2024,21.0,82.212,MEDIUM,emiliaromagna,PIA,4909,21.0,,,,,,,,
2024,22.0,81.869,MEDIUM,emiliaromagna,PIA,4909,22.0,,,,,,,,
2024,25.0,79.907,HARD,emiliaromagna,PIA,4909,3.0,,,,,,,,
2024,26.0,80.577,HARD,emiliaromagna,PIA,4909,4.0,,,,,,,,
2024,27.0,80.785,HARD,emiliaromagna,PIA,4909,5.0,,,,,,,,
2024,28.0,80.599,HARD,emiliaromagna,PIA,4909,6.0,,,,,,,,
2024,29.0,80.313,HARD,emiliaromagna,PIA,4909,7.0,,,,,,,,
2024,30.0,80.578,HARD,emiliaromagna,PIA,4909,8.0,,,,,,,,
2024,31.0,80.728,HARD,emiliaromagna,PIA,4909,9.0,,,,,,,,
2024,32.0,80.839,HARD,emiliaromagna,PIA,4909,10.0,,,,,,,,
2024,33.0,80.701,HARD,emiliaromagna,PIA,4909,11.0,,,,,,,,
2024,34.0,80.96,HARD,emiliaromagna,PIA,4909,12.0,,,,,,,,
2024,35.0,80.913,HARD,emiliaromagna,PIA,4909,13.0,,,,,,,,
2024,36.0,80.684,HARD,emiliaromagna,PIA,4909,14.0,,,,,,,,
2024,37.0,80.587,HARD,emiliaromagna,PIA,4909,15.0,,,,,,,,
2024,38.0,80.499,HARD,emiliaromagna,PIA,4909,16.0,,,,,,,,
2024,39.0,80.801,HARD,emiliaromagna,PIA,4909,17.0,,,,,,,,
2024,40.0,81.001,HARD,emiliaromagna,PIA,4909,18.0,,,,,,,,
2024,41.0,80.966,HARD,emiliaromagna,PIA,4909,19.0,,,,,,,,
2024,42.0,81.122,HARD,emiliaromagna,PIA,4909,20.0,,,,,,,,
2024,43.0,81.333,HARD,emiliaromagna,PIA,4909,21.0,,,,,,,,
2024,44.0,80.843,HARD,emiliaromagna,PIA,4909,22.0,,,,,,,,
2024,45.0,80.888,HARD,emiliaromagna,PIA,4909,23.0,,,,,,,,
2024,46.0,81.038,HARD,emiliaromagna,PIA,4909,24.0,,,,,,,,
2024,47.0,81.485,HARD,emiliaromagna,PIA,4909,25.0,,,,,,,,
2024,48.0,81.416,HARD,emiliaromagna,PIA,4909,26.0,,,,,,,,
2024,49.0,81.309,HARD,emiliaromagna,PIA,4909,27.0,,,,,,,,
2024,50.0,80.979,HARD,emiliaromagna,PIA,4909,28.0,,,,,,,,
2024,51.0,81.203,HARD,emiliaromagna,PIA,4909,29.0,,,,,,,,
2024,52.0,80.777,HARD,emiliaromagna,PIA,4909,30.0,,,,,,,,
2024,53.0,80.699,HARD,emiliaromagna,PIA,4909,31.0,,,,,,,,
2024,54.0,80.413,HARD,emiliaromagna,PIA,4909,32.0,,,,,,,,
2024,55.0,80.394,HARD,emiliaromagna,PIA,4909,33.0,,,,,,,,
2024,56.0,80.44,HARD,emiliaromagna,PIA,4909,34.0,,,,,,,,
2024,57.0,80.602,HARD,emiliaromagna,PIA,4909,35.0,,,,,,,,
2024,58.0,80.698,HARD,emiliaromagna,PIA,4909,36.0,,,,,,,,
2024,59.0,80.288,HARD,emiliaromagna,PIA,4909,37.0,,,,,,,,
2024,60.0,80.649,HARD,emiliaromagna,PIA,4909,38.0,,,,,,,,
2024,61.0,80.982,HARD,emiliaromagna,PIA,4909,39.0,0 days 00:57:59.472000,25.0,50.0,1006.8,False,45.5,138.0,2.5
2024,62.0,80.599,HARD,emiliaromagna,PIA,4909,40.0,0 days 00:58:59.484000,25.1,50.0,1006.9,False,45.3,121.0,3.4
2024,63.0,80.8,HARD,emiliaromagna,PIA,4909,41.0,0 days 00:59:59.500000,25.1,50.0,1006.9,False,45.2,138.0,3.4
2024,1.0,83.764,MEDIUM,emiliaromagna,NOR,4909,1.0,,,,,,,,
2024,2.0,80.673,MEDIUM,emiliaromagna,NOR,4909,2.0,,,,,,,,
2024,3.0,80.884,MEDIUM,emiliaromagna,NOR,4909,3.0,,,,,,,,
2024,4.0,81.205,MEDIUM,emiliaromagna,NOR,4909,4.0,,,,,,,,
2024,5.0,81.046,MEDIUM,emiliaromagna,NOR,4909,5.0,,,,,,,,
2024,6.0,80.909,MEDIUM,emiliaromagna,NOR,4909,6.0,,,,,,,,
2024,7.0,80.923,MEDIUM,emiliaromagna,NOR,4909,7.0,,,,,,,,
2024,8.0,80.997,MEDIUM,emiliaromagna,NOR,4909,8.0,,,,,,,,
2024,9.0,81.052,MEDIUM,emiliaromagna,NOR,4909,9.0,,,,,,,,
2024,10.0,81.272,MEDIUM,emiliaromagna,NOR,4909,10.0,,,,,,,,
2024,11.0,81.201,MEDIUM,emiliaromagna,NOR,4909,11.0,,,,,,,,
2024,12.0,81.438,MEDIUM,emiliaromagna,NOR,4909,12.0,,,,,,,,
2024,13.0,81.735,MEDIUM,emiliaromagna,NOR,4909,13.0,,,,,,,,
2024,14.0,81.716,MEDIUM,emiliaromagna,NOR,4909,14.0,,,,,,,,
2024,15.0,81.666,MEDIUM,emiliaromagna,NOR,4909,15.0,,,,,,,,
2024,16.0,81.523,MEDIUM,emiliaromagna,NOR,4909,16.0,,,,,,,,
2024,17.0,81.565,MEDIUM,emiliaromagna,NOR,4909,17.0,,,,,,,,
2024,18.0,81.617,MEDIUM,emiliaromagna,NOR,4909,18.0,,,,,,,,
2024,19.0,81.793,MEDIUM,emiliaromagna,NOR,4909,19.0,,,,,,,,
2024,20.0,81.883,MEDIUM,emiliaromagna,NOR,4909,20.0,,,,,,,,
2024,21.0,81.855,MEDIUM,emiliaromagna,NOR,4909,21.0,,,,,,,,
2024,24.0,80.468,HARD,emiliaromagna,NOR,4909,3.0,,,,,,,,
2024,25.0,80.977,HARD,emiliaromagna,NOR,4909,4.0,,,,,,,,
2024,26.0,80.899,HARD,emiliaromagna,NOR,4909,5.0,,,,,,,,
2024,27.0,81.029,HARD,emiliaromagna,NOR,4909,6.0,,,,,,,,
2024,28.0,81.077,HARD,emiliaromagna,NOR,4909,7.0,,,,,,,,
2024,29.0,80.933,HARD,emiliaromagna,NOR,4909,8.0,,,,,,,,
2024,30.0,80.72,HARD,emiliaromagna,NOR,4909,9.0,,,,,,,,
2024,31.0,80.628,HARD,emiliaromagna,NOR,4909,10.0,,,,,,,,
2024,32.0,80.923,HARD,emiliaromagna,NOR,4909,11.0,,,,,,,,
2024,33.0,80.764,HARD,emiliaromagna,NOR,4909,12.0,,,,,,,,
2024,34.0,80.776,HARD,emiliaromagna,NOR,4909,13.0,,,,,,,,
2024,35.0,80.687,HARD,emiliaromagna,NOR,4909,14.0,,,,,,,,
2024,36.0,80.656,HARD,emiliaromagna,NOR,4909,15.0,,,,,,,,
2024,37.0,80.714,HARD,emiliaromagna,NOR,4909,16.0,,,,,,,,
2024,38.0,80.458,HARD,emiliaromagna,NOR,4909,17.0,,,,,,,,
2024,39.0,80.591,HARD,emiliaromagna,NOR,4909,18.0,,,,,,,,
2024,40.0,81.025,HARD,emiliaromagna,NOR,4909,19.0,,,,,,,,
2024,41.0,81.102,HARD,emiliaromagna,NOR,4909,20.0,,,,,,,,
2024,42.0,80.828,HARD,emiliaromagna,NOR,4909,21.0,,,,,,,,
2024,43.0,80.838,HARD,emiliaromagna,NOR,4909,22.0,,,,,,,,
2024,44.0,80.708,HARD,emiliaromagna,NOR,4909,23.0,,,,,,,,
2024,45.0,80.339,HARD,emiliaromagna,NOR,4909,24.0,,,,,,,,
2024,46.0,80.546,HARD,emiliaromagna,NOR,4909,25.0,,,,,,,,
2024,47.0,80.816,HARD,emiliaromagna,NOR,4909,26.0,,,,,,,,
2024,48.0,80.803,HARD,emiliaromagna,NOR,4909,27.0,,,,,,,,
2024,49.0,80.485,HARD,emiliaromagna,NOR,4909,28.0,,,,,,,,
2024,50.0,80.039,HARD,emiliaromagna,NOR,4909,29.0,,,,,,,,
2024,51.0,80.367,HARD,emiliaromagna,NOR,4909,30.0,,,,,,,,
2024,52.0,80.582,HARD,emiliaromagna,NOR,4909,31.0,,,,,,,,
2024,53.0,80.141,HARD,emiliaromagna,NOR,4909,32.0,,,,,,,,
2024,54.0,79.994,HARD,emiliaromagna,NOR,4909,33.0,,,,,,,,
2024,55.0,80.182,HARD,emiliaromagna,NOR,4909,34.0,,,,,,,,
2024,56.0,80.168,HARD,emiliaromagna,NOR,4909,35.0,,,,,,,,
2024,57.0,80.105,HARD,emiliaromagna,NOR,4909,36.0,,,,,,,,
2024,58.0,80.555,HARD,emiliaromagna,NOR,4909,37.0,0 days 00:55:59.475000,25.1,50.0,1006.9,False,44.5,139.0,1.5
2024,59.0,80.489,HARD,emiliaromagna,NOR,4909,38.0,,,,,,,,
2024,60.0,80.239,HARD,emiliaromagna,NOR,4909,39.0,0 days 00:57:59.472000,25.0,50.0,1006.8,False,45.5,138.0,2.5
2024,61.0,80.502,HARD,emiliaromagna,NOR,4909,40.0,0 days 00:58:59.484000,25.1,50.0,1006.9,False,45.3,121.0,3.4
2024,62.0,80.564,HARD,emiliaromagna,NOR,4909,41.0,0 days 00:59:59.500000,25.1,50.0,1006.9,False,45.2,138.0,3.4
2024,63.0,80.743,HARD,emiliaromagna,NOR,4909,42.0,,,,,,,,
2024,2.0,81.562,MEDIUM,emiliaromagna,RUS,4909,2.0,,,,,,,,
2024,3.0,81.135,MEDIUM,emiliaromagna,RUS,4909,3.0,,,,,,,,
2024,4.0,81.628,MEDIUM,emiliaromagna,RUS,4909,4.0,,,,,,,,
2024,5.0,81.475,MEDIUM,emiliaromagna,RUS,4909,5.0,,,,,,,,
2024,6.0,81.492,MEDIUM,emiliaromagna,RUS,4909,6.0,,,,,,,,
2024,7.0,81.267,MEDIUM,emiliaromagna,RUS,4909,7.0,,,,,,,,
2024,8.0,81.375,MEDIUM,emiliaromagna,RUS,4909,8.0,,,,,,,,
2024,9.0,81.591,MEDIUM,emiliaromagna,RUS,4909,9.0,,,,,,,,
2024,10.0,81.596,MEDIUM,emiliaromagna,RUS,4909,10.0,,,,,,,,
2024,11.0,81.466,MEDIUM,emiliaromagna,RUS,4909,11.0,,,,,,,,
2024,12.0,81.82,MEDIUM,emiliaromagna,RUS,4909,12.0,,,,,,,,
2024,13.0,81.867,MEDIUM,emiliaromagna,RUS,4909,13.0,,,,,,,,
2024,14.0,81.818,MEDIUM,emiliaromagna,RUS,4909,14.0,,,,,,,,
2024,15.0,81.844,MEDIUM,emiliaromagna,RUS,4909,15.0,,,,,,,,
2024,16.0,81.767,MEDIUM,emiliaromagna,RUS,4909,16.0,,,,,,,,
2024,17.0,81.991,MEDIUM,emiliaromagna,RUS,4909,17.0,,,,,,,,
2024,18.0,82.208,MEDIUM,emiliaromagna,RUS,4909,18.0,,,,,,,,
2024,19.0,82.03,MEDIUM,emiliaromagna,RUS,4909,19.0,,,,,,,,
2024,20.0,82.215,MEDIUM,emiliaromagna,RUS,4909,20.0,,,,,,,,
2024,23.0,80.669,HARD,emiliaromagna,RUS,4909,2.0,,,,,,,,
2024,24.0,80.975,HARD,emiliaromagna,RUS,4909,3.0,,,,,,,,
2024,25.0,80.951,HARD,emiliaromagna,RUS,4909,4.0,,,,,,,,
2024,26.0,81.655,HARD,emiliaromagna,RUS,4909,5.0,,,,,,,,
2024,27.0,80.736,HARD,emiliaromagna,RUS,4909,6.0,,,,,,,,
2024,28.0,81.628,HARD,emiliaromagna,RUS,4909,7.0,,,,,,,,
2024,29.0,81.444,HARD,emiliaromagna,RUS,4909,8.0,,,,,,,,
2024,30.0,82.098,HARD,emiliaromagna,RUS,4909,9.0,,,,,,,,
2024,31.0,81.517,HARD,emiliaromagna,RUS,4909,10.0,,,,,,,,
2024,32.0,81.116,HARD,emiliaromagna,RUS,4909,11.0,,,,,,,,
2024,33.0,80.934,HARD,emiliaromagna,RUS,4909,12.0,,,,,,,,
2024,34.0,81.139,HARD,emiliaromagna,RUS,4909,13.0,,,,,,,,
2024,35.0,81.209,HARD,emiliaromagna,RUS,4909,14.0,,,,,,,,
2024,36.0,80.902,HARD,emiliaromagna,RUS,4909,15.0,,,,,,,,
2024,37.0,80.856,HARD,emiliaromagna,RUS,4909,16.0,,,,,,,,
2024,38.0,80.69,HARD,emiliaromagna,RUS,4909,17.0,,,,,,,,
2024,39.0,80.924,HARD,emiliaromagna,RUS,4909,18.0,,,,,,,,
2024,40.0,81.156,HARD,emiliaromagna,RUS,4909,19.0,,,,,,,,
2024,41.0,81.109,HARD,emiliaromagna,RUS,4909,20.0,,,,,,,,
2024,42.0,81.077,HARD,emiliaromagna,RUS,4909,21.0,,,,,,,,
2024,43.0,80.801,HARD,emiliaromagna,RUS,4909,22.0,,,,,,,,
2024,44.0,81.164,HARD,emiliaromagna,RUS,4909,23.0,,,,,,,,
2024,45.0,80.928,HARD,emiliaromagna,RUS,4909,24.0,,,,,,,,
2024,46.0,81.227,HARD,emiliaromagna,RUS,4909,25.0,,,,,,,,
2024,47.0,81.423,HARD,emiliaromagna,RUS,4909,26.0,,,,,,,,
2024,48.0,81.391,HARD,emiliaromagna,RUS,4909,27.0,,,,,,,,
2024,49.0,81.158,HARD,emiliaromagna,RUS,4909,28.0,,,,,,,,
2024,50.0,81.491,HARD,emiliaromagna,RUS,4909,29.0,,,,,,,,
2024,51.0,81.145,HARD,emiliaromagna,RUS,4909,30.0,,,,,,,,
2024,54.0,78.589,MEDIUM,emiliaromagna,RUS,4909,4.0,,,,,,,,
2024,55.0,79.778,MEDIUM,emiliaromagna,RUS,4909,5.0,,,,,,,,
2024,56.0,79.571,MEDIUM,emiliaromagna,RUS,4909,6.0,,,,,,,,
2024,57.0,79.457,MEDIUM,emiliaromagna,RUS,4909,7.0,,,,,,,,
2024,58.0,79.616,MEDIUM,emiliaromagna,RUS,4909,8.0,,,,,,,,
2024,59.0,79.881,MEDIUM,emiliaromagna,RUS,4909,9.0,,,,,,,,
2024,60.0,80.093,MEDIUM,emiliaromagna,RUS,4909,10.0,,,,,,,,
2024,61.0,80.703,MEDIUM,emiliaromagna,RUS,4909,11.0,,,,,,,,
2024,62.0,81.563,MEDIUM,emiliaromagna,RUS,4909,12.0,,,,,,,,
2024,63.0,80.092,MEDIUM,emiliaromagna,RUS,4909,13.0,0 days 00:57:59.472000,25.0,50.0,1006.8,False,45.5,138.0,2.5
2024,1.0,85.149,MEDIUM,emiliaromagna,SAI,4909,1.0,,,,,,,,
2024,2.0,81.102,MEDIUM,emiliaromagna,SAI,4909,2.0,,,,,,,,
2024,3.0,80.966,MEDIUM,emiliaromagna,SAI,4909,3.0,,,,,,,,
2024,4.0,81.341,MEDIUM,emiliaromagna,SAI,4909,4.0,,,,,,,,
2024,5.0,81.276,MEDIUM,emiliaromagna,SAI,4909,5.0,,,,,,,,
2024,6.0,81.16,MEDIUM,emiliaromagna,SAI,4909,6.0,,,,,,,,
2024,7.0,81.236,MEDIUM,emiliaromagna,SAI,4909,7.0,,,,,,,,
2024,8.0,81.431,MEDIUM,emiliaromagna,SAI,4909,8.0,,,,,,,,
2024,9.0,81.493,MEDIUM,emiliaromagna,SAI,4909,9.0,,,,,,,,
2024,10.0,81.586,MEDIUM,emiliaromagna,SAI,4909,10.0,,,,,,,,
2024,11.0,81.316,MEDIUM,emiliaromagna,SAI,4909,11.0,,,,,,,,
2024,12.0,81.9,MEDIUM,emiliaromagna,SAI,4909,12.0,,,,,,,,
2024,13.0,81.747,MEDIUM,emiliaromagna,SAI,4909,13.0,,,,,,,,
2024,14.0,81.638,MEDIUM,emiliaromagna,SAI,4909,14.0,,,,,,,,
2024,15.0,81.61,MEDIUM,emiliaromagna,SAI,4909,15.0,,,,,,,,
2024,16.0,81.671,MEDIUM,emiliaromagna,SAI,4909,16.0,,,,,,,,
2024,17.0,82.173,MEDIUM,emiliaromagna,SAI,4909,17.0,,,,,,,,
2024,18.0,81.738,MEDIUM,emiliaromagna,SAI,4909,18.0,,,,,,,,
2024,19.0,82.113,MEDIUM,emiliaromagna,SAI,4909,19.0,,,,,,,,
2024,20.0,82.025,MEDIUM,emiliaromagna,SAI,4909,20.0,,,,,,,,
2024,21.0,82.006,MEDIUM,emiliaromagna,SAI,4909,21.0,,,,,,,,
2024,22.0,81.926,MEDIUM,emiliaromagna,SAI,4909,22.0,,,,,,,,
2024,23.0,81.812,MEDIUM,emiliaromagna,SAI,4909,23.0,,,,,,,,
2024,24.0,81.773,MEDIUM,emiliaromagna,SAI,4909,24.0,,,,,,,,
2024,25.0,81.468,MEDIUM,emiliaromagna,SAI,4909,25.0,,,,,,,,
2024,26.0,81.588,MEDIUM,emiliaromagna,SAI,4909,26.0,,,,,,,,
